Date,District,RF,T max ,T min,Avg_tem
8/17/2016,Colombo,0,31.1,27.5,29.3
8/18/2016,Colombo,0,31.6,27.2,29.4
8/19/2016,Colombo,0,31,27.4,29.2
8/20/2016,Colombo,0,30.6,27,28.8
8/21/2016,Colombo,0,31.1,27.2,29.15
8/22/2016,Colombo,0,30.1,27.4,28.75
8/23/2016,Colombo,0,31,27,29
8/24/2016,Colombo,0,30.7,26.8,28.75
8/25/2016,Colombo,0,30.7,26.9,28.8
8/26/2016,Colombo,0,30.9,26.6,28.75
8/27/2016,Colombo,0,30.7,26.7,28.7
8/28/2016,Colombo,0,30.4,26.3,28.35
8/29/2016,Colombo,0,31.6,26.9,29.25
8/30/2016,Colombo,0,30.8,26.7,28.75
8/31/2016,Colombo,0.5,31.2,26.9,29.05
9/1/2016,Colombo,4.2,30.8,25.6,28.2
9/2/2016,Colombo,0,28.3,26.4,27.35
9/3/2016,Colombo,0,30.2,26.2,28.2
9/4/2016,Colombo,0,30.5,26.5,28.5
9/5/2016,Colombo,0,30.8,26.2,28.5
9/6/2016,Colombo,0,30.9,26.8,28.85
9/7/2016,Colombo,0,30.6,26.5,28.55
9/8/2016,Colombo,0,30.4,26.2,28.3
9/9/2016,Colombo,0.1,30.7,26.3,28.5
9/10/2016,Colombo,0,31.1,26.6,28.85
9/11/2016,Colombo,0,30.8,26.6,28.7
9/12/2016,Colombo,0,30.4,26.7,28.55
9/13/2016,Colombo,0,30.5,26.8,28.65
9/14/2016,Colombo,0,29.6,26.8,28.2
9/15/2016,Colombo,0,30.6,26.9,28.75
9/16/2016,Colombo,0,31,26.6,28.8
9/17/2016,Colombo,0,30.9,26.6,28.75
9/18/2016,Colombo,0,30.3,26.8,28.55
9/19/2016,Colombo,0,30.6,26.8,28.7
9/20/2016,Colombo,0,31.2,27,29.1
9/21/2016,Colombo,0,30.6,26.7,28.65
9/22/2016,Colombo,0,30.6,26.8,28.7
9/23/2016,Colombo,0,30.1,26.9,28.5
9/24/2016,Colombo,0,31,26.8,28.9
9/25/2016,Colombo,0,30.9,26.7,28.8
9/26/2016,Colombo,0,31.3,27,29.15
9/27/2016,Colombo,0,31.2,27,29.1
9/28/2016,Colombo,6.9,31.4,27,29.2
9/29/2016,Colombo,17.8,31.2,25.9,28.55
9/30/2016,Colombo,0,30.4,24.8,27.6
10/1/2016,Colombo,0,31.2,26.7,28.95
10/2/2016,Colombo,0.3,31.6,27.1,29.35
10/3/2016,Colombo,0.5,31.1,26.1,28.6
10/4/2016,Colombo,0.7,31.3,25.3,28.3
10/5/2016,Colombo,0,31.1,26.8,28.95
10/6/2016,Colombo,0,31.5,27.2,29.35
10/7/2016,Colombo,0,31.1,26.9,29
10/8/2016,Colombo,0,32.2,26.9,29.55
10/9/2016,Colombo,0,31.6,26.6,29.1
10/10/2016,Colombo,0,31.6,27.4,29.5
10/11/2016,Colombo,0,31.5,27.2,29.35
10/12/2016,Colombo,0,31.6,27.1,29.35
10/13/2016,Colombo,2.6,31.5,27,29.25
10/14/2016,Colombo,2.6,31.5,24.2,27.85
10/15/2016,Colombo,136.3,31.6,25.7,28.65
10/16/2016,Colombo,0.9,31.1,23.9,27.5
10/17/2016,Colombo,10.5,31,24.6,27.8
10/18/2016,Colombo,40.9,31.5,25,28.25
10/19/2016,Colombo,0,29.6,24.8,27.2
10/20/2016,Colombo,6.4,31.2,25.1,28.15
10/21/2016,Colombo,0,30.6,25.7,28.15
10/22/2016,Colombo,7.4,30.5,26.6,28.55
10/23/2016,Colombo,19.3,30,25.1,27.55
10/24/2016,Colombo,110.7,29.6,24.4,27
10/25/2016,Colombo,0.9,30.8,22.5,26.65
10/26/2016,Colombo,4.5,30.6,24.7,27.65
10/27/2016,Colombo,0,30.8,24.6,27.7
10/28/2016,Colombo,0,30.8,24.9,27.85
10/29/2016,Colombo,8.5,31.2,25.9,28.55
10/30/2016,Colombo,13.2,30.7,26.3,28.5
10/31/2016,Colombo,7.8,30.7,24.5,27.6
11/1/2016,Colombo,36.4,30.6,24,27.3
11/2/2016,Colombo,0.7,30.6,23.6,27.1
11/3/2016,Colombo,0.6,29,24.9,26.95
11/4/2016,Colombo,55.9,29.8,24.5,27.15
11/5/2016,Colombo,21.2,29.6,23.8,26.7
11/6/2016,Colombo,3.3,26,24.8,25.4
11/7/2016,Colombo,3.8,31.5,23.5,27.5
11/8/2016,Colombo,0,30.7,24.6,27.65
11/9/2016,Colombo,10,31.1,24.5,27.8
11/10/2016,Colombo,35.1,31.4,24.1,27.75
11/11/2016,Colombo,0,30.4,24.2,27.3
11/12/2016,Colombo,11.9,30.7,25.9,28.3
11/13/2016,Colombo,0,30.5,24.4,27.45
11/14/2016,Colombo,2.1,30.6,25.8,28.2
11/15/2016,Colombo,0,30.9,24.7,27.8
11/16/2016,Colombo,29,32.2,23.9,28.05
11/17/2016,Colombo,34.9,31.2,23.2,27.2
11/18/2016,Colombo,11.9,32.6,23.6,28.1
11/19/2016,Colombo,19.2,29.9,23.9,26.9
11/20/2016,Colombo,0.4,29.1,24.7,26.9
11/21/2016,Colombo,1.4,30.5,23.9,27.2
11/22/2016,Colombo,61.7,31.3,24.4,27.85
11/23/2016,Colombo,60.3,31.8,23.9,27.85
11/24/2016,Colombo,0,32.9,24.4,28.65
11/25/2016,Colombo,5,33.1,24.7,28.9
11/26/2016,Colombo,0,31.6,25.2,28.4
11/27/2016,Colombo,0,31.4,24.4,27.9
11/28/2016,Colombo,0,30,23.7,26.85
11/29/2016,Colombo,0,29.7,23.2,26.45
11/30/2016,Colombo,0,29.2,24.7,26.95
12/1/2016,Colombo,0,30.6,23,26.8
12/2/2016,Colombo,0,31.2,24.9,28.05
12/3/2016,Colombo,0,31.6,23.5,27.55
12/4/2016,Colombo,0,31.1,25.6,28.35
12/5/2016,Colombo,0,33.6,23.7,28.65
12/6/2016,Colombo,0,33.3,24.2,28.75
12/7/2016,Colombo,0,32.6,24.4,28.5
12/8/2016,Colombo,0.4,32.1,25.1,28.6
12/9/2016,Colombo,10.8,31.1,26.1,28.6
12/10/2016,Colombo,0,30.5,24.7,27.6
12/11/2016,Colombo,0.1,31.2,25.1,28.15
12/12/2016,Colombo,0,31.2,27.2,29.2
12/13/2016,Colombo,0,31.3,26.8,29.05
12/14/2016,Colombo,0,31.1,24.3,27.7
12/15/2016,Colombo,3.1,31.7,23,27.35
12/16/2016,Colombo,0,30.8,24.2,27.5
12/17/2016,Colombo,0,32.6,24.6,28.6
12/18/2016,Colombo,0,33.5,24.2,28.85
12/19/2016,Colombo,0,32,24.6,28.3
12/20/2016,Colombo,0,31.5,25.3,28.4
12/21/2016,Colombo,54.1,31,24.6,27.8
12/22/2016,Colombo,0,30.9,24.5,27.7
12/23/2016,Colombo,0,31.3,23.2,27.25
12/24/2016,Colombo,0,29.2,19.9,24.55
12/25/2016,Colombo,0,28.7,20.5,24.6
12/26/2016,Colombo,0,30.7,22.5,26.6
12/27/2016,Colombo,50.2,32.7,25.6,29.15
12/28/2016,Colombo,46.4,30.3,24.3,27.3
12/29/2016,Colombo,0,30.6,23.5,27.05
12/30/2016,Colombo,0,32.7,22.7,27.7
12/31/2016,Colombo,0,32,24.2,28.1
1/1/2017,Colombo,0,32.6,24.4,28.5
1/2/2017,Colombo,0,31.7,24.5,28.1
1/3/2017,Colombo,0,32.5,25.5,29
1/4/2017,Colombo,0,29.7,22.7,26.2
1/5/2017,Colombo,0,29.2,20.1,24.65
1/6/2017,Colombo,0,31.2,21.6,26.4
1/7/2017,Colombo,0,32.3,21.1,26.7
1/8/2017,Colombo,0,33,20.1,26.55
1/9/2017,Colombo,0,30,21.7,25.85
1/10/2017,Colombo,0,30,20.7,25.35
1/11/2017,Colombo,0,29.9,22.2,26.05
1/12/2017,Colombo,0,29.6,20.5,25.05
1/13/2017,Colombo,0,32.9,21.3,27.1
1/14/2017,Colombo,0,31.6,21.5,26.55
1/15/2017,Colombo,0,33,22,27.5
1/16/2017,Colombo,0,32.6,24.3,28.45
1/17/2017,Colombo,0,31.8,22,26.9
1/18/2017,Colombo,0,32.6,22.3,27.45
1/19/2017,Colombo,0,31.8,22.9,27.35
1/20/2017,Colombo,0.2,31.3,24.1,27.7
1/21/2017,Colombo,16.1,31.2,24.5,27.85
1/22/2017,Colombo,0,29.9,24.5,27.2
1/23/2017,Colombo,0.2,30.5,24.7,27.6
1/24/2017,Colombo,0.1,29.7,23.3,26.5
1/25/2017,Colombo,0,30.6,24.2,27.4
1/26/2017,Colombo,19.1,33,24.4,28.7
1/27/2017,Colombo,0,28.2,24.2,26.2
1/28/2017,Colombo,46.8,30.3,23.8,27.05
1/29/2017,Colombo,0.2,31.8,22.4,27.1
1/30/2017,Colombo,0,31.1,25,28.05
1/31/2017,Colombo,0,31.8,23.8,27.8
2/1/2017,Colombo,0,30.6,22.6,26.6
2/2/2017,Colombo,0,31.4,22.5,26.95
2/3/2017,Colombo,0,33.8,21.7,27.75
2/4/2017,Colombo,0,32.2,21.6,26.9
2/5/2017,Colombo,0,30.8,21.7,26.25
2/6/2017,Colombo,0,31,22.7,26.85
2/7/2017,Colombo,0,30.9,21.1,26
2/8/2017,Colombo,0,29.7,21.7,25.7
2/9/2017,Colombo,0,30.5,22.3,26.4
2/10/2017,Colombo,0,30.2,22.4,26.3
2/11/2017,Colombo,0,30.5,23,26.75
2/12/2017,Colombo,0,32,23.4,27.7
2/13/2017,Colombo,0,31.5,22.6,27.05
2/14/2017,Colombo,18.9,31.9,24,27.95
2/15/2017,Colombo,0,33.8,24.8,29.3
2/16/2017,Colombo,0,34.8,24.2,29.5
2/17/2017,Colombo,0,33.8,24.3,29.05
2/18/2017,Colombo,11.4,33.3,23.8,28.55
2/19/2017,Colombo,55.6,31.7,25.5,28.6
2/20/2017,Colombo,0,29.8,23.6,26.7
2/21/2017,Colombo,0,30.5,22.7,26.6
2/22/2017,Colombo,0,30.5,23.7,27.1
2/23/2017,Colombo,0,31.2,24.9,28.05
2/24/2017,Colombo,4.7,31.3,24.9,28.1
2/25/2017,Colombo,0.3,31.1,24.3,27.7
2/26/2017,Colombo,1.3,29.3,24.4,26.85
2/27/2017,Colombo,0,30,24.2,27.1
2/28/2017,Colombo,0.1,30.9,24.5,27.7
3/1/2017,Colombo,0,28.6,25,26.8
3/2/2017,Colombo,0,30.6,23.9,27.25
3/3/2017,Colombo,14.6,30.8,24.6,27.7
3/4/2017,Colombo,0,30.4,23.9,27.15
3/5/2017,Colombo,0,31.6,24.2,27.9
3/6/2017,Colombo,0,31.3,25.8,28.55
3/7/2017,Colombo,0,31.3,26.3,28.8
3/8/2017,Colombo,3.4,31.6,26.1,28.85
3/9/2017,Colombo,0,31.3,25.6,28.45
3/10/2017,Colombo,0.8,32,25.1,28.55
3/11/2017,Colombo,2.7,30.6,24.3,27.45
3/12/2017,Colombo,0,31.3,24.3,27.8
3/13/2017,Colombo,0.2,31.6,24.9,28.25
3/14/2017,Colombo,59.9,31.3,24.4,27.85
3/15/2017,Colombo,42.4,31.3,23.3,27.3
3/16/2017,Colombo,0.5,30.7,23.3,27
3/17/2017,Colombo,0,30.8,24,27.4
3/18/2017,Colombo,0,31.6,25.1,28.35
3/19/2017,Colombo,0,31.7,25.7,28.7
3/20/2017,Colombo,0,31.7,25.8,28.75
3/21/2017,Colombo,0,31.8,25.3,28.55
3/22/2017,Colombo,0,31.7,25.5,28.6
3/23/2017,Colombo,0,31.7,25,28.35
3/24/2017,Colombo,0,32,25.3,28.65
3/25/2017,Colombo,0,31.6,24.6,28.1
3/26/2017,Colombo,0,31.2,23.7,27.45
3/27/2017,Colombo,0,31.2,25.3,28.25
3/28/2017,Colombo,0.5,31.9,24.8,28.35
3/29/2017,Colombo,8.4,31.9,25.1,28.5
3/30/2017,Colombo,0,31.9,24.2,28.05
3/31/2017,Colombo,0.4,32.3,26,29.15
4/1/2017,Colombo,1.1,32.3,25.5,28.9
4/2/2017,Colombo,0,32.3,26,29.15
4/3/2017,Colombo,0.8,32.9,25.7,29.3
4/4/2017,Colombo,0,32.1,25.4,28.75
4/5/2017,Colombo,0,32.7,25.7,29.2
4/6/2017,Colombo,0,32.9,26,29.45
4/7/2017,Colombo,0,32.9,27.3,30.1
4/8/2017,Colombo,0,33,26.7,29.85
4/9/2017,Colombo,1.9,32.7,26.5,29.6
4/10/2017,Colombo,0,32.7,25.9,29.3
4/11/2017,Colombo,18.1,32.5,27.2,29.85
4/12/2017,Colombo,58.2,31.8,23.3,27.55
4/13/2017,Colombo,0,31.6,24.8,28.2
4/14/2017,Colombo,0,32.5,25.2,28.85
4/15/2017,Colombo,0,32.4,27.3,29.85
4/16/2017,Colombo,0,32.4,28.9,30.65
4/17/2017,Colombo,0,32.4,29,30.7
4/18/2017,Colombo,0,32.1,28.8,30.45
4/19/2017,Colombo,0,32.4,28.8,30.6
4/20/2017,Colombo,0,32.4,28.7,30.55
4/21/2017,Colombo,0,32.3,28.3,30.3
4/22/2017,Colombo,0,32.6,27.3,29.95
4/23/2017,Colombo,0,32.6,28.9,30.75
4/24/2017,Colombo,1.1,32.7,29.1,30.9
4/25/2017,Colombo,0,32.3,27.9,30.1
4/26/2017,Colombo,0,32.6,28.5,30.55
4/27/2017,Colombo,0,32.6,27.2,29.9
4/28/2017,Colombo,0,32.6,27.5,30.05
4/29/2017,Colombo,0,32.3,27.5,29.9
4/30/2017,Colombo,0,32.8,26.5,29.65
5/1/2017,Colombo,0,32.4,26.2,29.3
5/2/2017,Colombo,0.1,32.5,26.4,29.45
5/3/2017,Colombo,0,32.5,26.9,29.7
5/4/2017,Colombo,0,32.5,26.8,29.65
5/5/2017,Colombo,2.4,33.1,26.3,29.7
5/6/2017,Colombo,3.1,32.3,26.9,29.6
5/7/2017,Colombo,1.9,32.6,25.8,29.2
5/8/2017,Colombo,0,32.1,24.7,28.4
5/9/2017,Colombo,59.6,32.8,26,29.4
5/10/2017,Colombo,17.8,31.9,23.9,27.9
5/11/2017,Colombo,0,32.3,25.2,28.75
5/12/2017,Colombo,0.7,32.4,26.5,29.45
5/13/2017,Colombo,0,32.1,26.9,29.5
5/14/2017,Colombo,3.4,32,28.8,30.4
5/15/2017,Colombo,0,32.5,27,29.75
5/16/2017,Colombo,0,32.8,28.2,30.5
5/17/2017,Colombo,0,32.6,29.3,30.95
5/18/2017,Colombo,90.2,31.2,29.4,30.3
5/19/2017,Colombo,1.6,31,22.9,26.95
5/20/2017,Colombo,0,32,27.3,29.65
5/21/2017,Colombo,1.8,31.5,28.2,29.85
5/22/2017,Colombo,0,31.6,27.7,29.65
5/23/2017,Colombo,2.1,30.6,28.5,29.55
5/24/2017,Colombo,71.9,31.6,27.9,29.75
5/25/2017,Colombo,34.7,30.2,23.3,26.75
5/26/2017,Colombo,1.4,31.1,24.6,27.85
5/27/2017,Colombo,0.4,31.4,24.8,28.1
5/28/2017,Colombo,25.1,31.3,28.1,29.7
5/29/2017,Colombo,11,31,26,28.5
5/30/2017,Colombo,10.3,30,25,27.5
5/31/2017,Colombo,3.9,30.5,25.5,28
6/1/2017,Colombo,3.3,30.6,27.3,28.95
6/2/2017,Colombo,32.3,30.6,27.3,28.95
6/3/2017,Colombo,9.5,30.8,25,27.9
6/4/2017,Colombo,3.2,31,26,28.5
6/5/2017,Colombo,0.6,30.8,27,28.9
6/6/2017,Colombo,5.5,30.9,27.5,29.2
6/7/2017,Colombo,0,30,26.4,28.2
6/8/2017,Colombo,0,30.8,27.6,29.2
6/9/2017,Colombo,0,31,27.6,29.3
6/10/2017,Colombo,11.2,30.5,26.5,28.5
6/11/2017,Colombo,1.4,30.6,26.1,28.35
6/12/2017,Colombo,0.3,30.8,25.9,28.35
6/13/2017,Colombo,0,30.4,27.3,28.85
6/14/2017,Colombo,5.5,31,26.6,28.8
6/15/2017,Colombo,6.2,30.6,25.9,28.25
6/16/2017,Colombo,0.7,30.3,26.1,28.2
6/17/2017,Colombo,0.3,31.1,25.6,28.35
6/18/2017,Colombo,0.4,30.9,27,28.95
6/19/2017,Colombo,0,31,27.5,29.25
6/20/2017,Colombo,0,31.2,27.8,29.5
6/21/2017,Colombo,0,31.1,27.3,29.2
6/22/2017,Colombo,25.3,31.1,27.3,29.2
6/23/2017,Colombo,6.9,30.9,24.4,27.65
6/24/2017,Colombo,7.4,28.2,25.1,26.65
6/25/2017,Colombo,2.9,29.8,24.7,27.25
6/26/2017,Colombo,8.6,30,25.5,27.75
6/27/2017,Colombo,6.5,30.9,24.8,27.85
6/28/2017,Colombo,2.8,31,24.4,27.7
6/29/2017,Colombo,0,30.7,26.3,28.5
6/30/2017,Colombo,0.7,31.1,27.7,29.4
7/1/2017,Colombo,2.1,31.2,28,29.6
7/2/2017,Colombo,0,31.5,27,29.25
7/3/2017,Colombo,0,31,27.2,29.1
7/4/2017,Colombo,0,30.6,27.4,29
7/5/2017,Colombo,0,30.5,27.1,28.8
7/6/2017,Colombo,0,30.6,27.9,29.25
7/7/2017,Colombo,0,30.5,27.7,29.1
7/8/2017,Colombo,0,30.6,27.5,29.05
7/9/2017,Colombo,13.8,29.3,27.4,28.35
7/10/2017,Colombo,0.5,29.7,24.5,27.1
7/11/2017,Colombo,1,30.1,26.6,28.35
7/12/2017,Colombo,0,30.4,27.2,28.8
7/13/2017,Colombo,0,30.4,27.4,28.9
7/14/2017,Colombo,0,31,27.2,29.1
7/15/2017,Colombo,0,30.8,27.7,29.25
7/16/2017,Colombo,0,30.9,27.6,29.25
7/17/2017,Colombo,0,31.2,27.6,29.4
7/18/2017,Colombo,1.3,30.5,27.8,29.15
7/19/2017,Colombo,6.9,30.1,25.8,27.95
7/20/2017,Colombo,18.7,30.9,24.6,27.75
7/21/2017,Colombo,2.6,31,24,27.5
7/22/2017,Colombo,0,31.4,25.9,28.65
7/23/2017,Colombo,0,31.4,28.3,29.85
7/24/2017,Colombo,0,30.8,28.3,29.55
7/25/2017,Colombo,0,31.5,28,29.75
7/26/2017,Colombo,0,30.4,27.9,29.15
7/27/2017,Colombo,0,30.8,27.7,29.25
7/28/2017,Colombo,0,31.1,27.7,29.4
7/29/2017,Colombo,0,30.4,27.5,28.95
7/30/2017,Colombo,0,31.2,27.7,29.45
7/31/2017,Colombo,0.3,31.4,27.9,29.65
8/1/2017,Colombo,1.7,31,27.2,29.1
8/2/2017,Colombo,0,31,27.1,29.05
8/3/2017,Colombo,0,31.2,27.7,29.45
8/4/2017,Colombo,0,30.8,27.4,29.1
8/5/2017,Colombo,0,30.7,27.4,29.05
8/6/2017,Colombo,4.8,30.5,27.3,28.9
8/7/2017,Colombo,0,30.4,26.9,28.65
8/8/2017,Colombo,0,30.4,26.8,28.6
8/9/2017,Colombo,0,30.9,27.2,29.05
8/10/2017,Colombo,1,30.7,26.9,28.8
8/11/2017,Colombo,0,30.4,26.8,28.6
8/12/2017,Colombo,0.2,30.3,26.1,28.2
8/13/2017,Colombo,0,30,27,28.5
8/14/2017,Colombo,0,30.2,27.2,28.7
8/15/2017,Colombo,0.3,31,26.5,28.75
8/16/2017,Colombo,0.4,31.2,25.8,28.5
8/17/2017,Colombo,12.2,31.4,27.1,29.25
8/18/2017,Colombo,5.8,29.9,25.3,27.6
8/19/2017,Colombo,16.3,30.2,25.4,27.8
8/20/2017,Colombo,0.1,30.4,24.3,27.35
8/21/2017,Colombo,19.1,30.5,25.8,28.15
8/22/2017,Colombo,1.2,30.3,24.5,27.4
8/23/2017,Colombo,0,30.4,27.2,28.8
8/24/2017,Colombo,0,30.3,27.4,28.85
8/25/2017,Colombo,0,30.6,27.4,29
8/26/2017,Colombo,0,30.5,27,28.75
8/27/2017,Colombo,3.9,30.6,27.4,29
8/28/2017,Colombo,1.2,30.5,24.8,27.65
8/29/2017,Colombo,0.4,30.3,26.3,28.3
8/30/2017,Colombo,0,30.6,26.4,28.5
8/31/2017,Colombo,1.7,30.7,27.5,29.1
9/1/2017,Colombo,5.2,31.1,26.5,28.8
9/2/2017,Colombo,0,31.8,24,27.9
9/3/2017,Colombo,0.4,28.9,26.9,27.9
9/4/2017,Colombo,24.1,30.6,27,28.8
9/5/2017,Colombo,43.5,29.4,26.5,27.95
9/6/2017,Colombo,83.1,29.8,25.3,27.55
9/7/2017,Colombo,9.5,26.9,23.7,25.3
9/8/2017,Colombo,11.7,29.2,24.6,26.9
9/9/2017,Colombo,8.1,30.4,25.6,28
9/10/2017,Colombo,2.5,30.4,26,28.2
9/11/2017,Colombo,0,30.8,25.5,28.15
9/12/2017,Colombo,6.8,31.5,26,28.75
9/13/2017,Colombo,95.2,29.5,25.2,27.35
9/14/2017,Colombo,2.8,30.5,23.3,26.9
9/15/2017,Colombo,0,30.5,24.2,27.35
9/16/2017,Colombo,0,30.8,27.3,29.05
9/17/2017,Colombo,1.8,30.4,27.6,29
9/18/2017,Colombo,0,30.3,26.1,28.2
9/19/2017,Colombo,0,31.1,27.2,29.15
9/20/2017,Colombo,0,30.9,27.5,29.2
9/21/2017,Colombo,0.2,30.8,25.7,28.25
9/22/2017,Colombo,0,31.1,26.6,28.85
9/23/2017,Colombo,0,30.9,26.8,28.85
9/24/2017,Colombo,2,31.1,26.7,28.9
9/25/2017,Colombo,3.4,30.3,26.8,28.55
9/26/2017,Colombo,22.6,29.9,25.6,27.75
9/27/2017,Colombo,24.6,28,24.8,26.4
9/28/2017,Colombo,0.7,30.7,24.4,27.55
9/29/2017,Colombo,2.4,30.6,26.7,28.65
9/30/2017,Colombo,4.6,30.4,25.6,28
10/1/2017,Colombo,1.4,30.6,26.2,28.4
10/2/2017,Colombo,2.1,30.8,24.9,27.85
10/3/2017,Colombo,4.7,30.9,26.3,28.6
10/4/2017,Colombo,10.1,31.1,24.8,27.95
10/5/2017,Colombo,29.4,29.5,25.5,27.5
10/6/2017,Colombo,66,29.5,24.2,26.85
10/7/2017,Colombo,9.6,30.5,23.9,27.2
10/8/2017,Colombo,11.6,30.5,25.5,28
10/9/2017,Colombo,13.1,30,25.8,27.9
10/10/2017,Colombo,13.2,30.5,25.3,27.9
10/11/2017,Colombo,18.2,27.7,24.7,26.2
10/12/2017,Colombo,6.4,30.2,23.9,27.05
10/13/2017,Colombo,26.3,30.5,24.1,27.3
10/14/2017,Colombo,30.6,28.9,25.2,27.05
10/15/2017,Colombo,17.8,30.5,24.4,27.45
10/16/2017,Colombo,0,30.5,24.8,27.65
10/17/2017,Colombo,0,30.9,27.3,29.1
10/18/2017,Colombo,0.7,30.7,27.5,29.1
10/19/2017,Colombo,72.1,30.5,26.9,28.7
10/20/2017,Colombo,1.1,29.9,24.1,27
10/21/2017,Colombo,6,30.9,25,27.95
10/22/2017,Colombo,2.8,30,24.8,27.4
10/23/2017,Colombo,0,30.8,26.4,28.6
10/24/2017,Colombo,0,30.7,25.7,28.2
10/25/2017,Colombo,5.6,30.7,25.1,27.9
10/26/2017,Colombo,0,31.2,24.1,27.65
10/27/2017,Colombo,0,30.9,25.4,28.15
10/28/2017,Colombo,33,31.5,25.7,28.6
10/29/2017,Colombo,15.6,31.1,24.4,27.75
10/30/2017,Colombo,44.9,31.4,24.2,27.8
10/31/2017,Colombo,24.8,28.6,24.9,26.75
11/1/2017,Colombo,0,30.4,24.2,27.3
11/2/2017,Colombo,0,28.1,25.3,26.7
11/3/2017,Colombo,0.2,31.4,24.5,27.95
11/4/2017,Colombo,8.1,30.4,24.8,27.6
11/5/2017,Colombo,0.4,30.4,23.9,27.15
11/6/2017,Colombo,42.4,30.9,24.5,27.7
11/7/2017,Colombo,8.3,30.1,23.7,26.9
11/8/2017,Colombo,15.4,30.3,23.9,27.1
11/9/2017,Colombo,0,30.1,23.2,26.65
11/10/2017,Colombo,0.6,30.6,24.9,27.75
11/11/2017,Colombo,0,30.6,25,27.8
11/12/2017,Colombo,0.5,31.1,24.7,27.9
11/13/2017,Colombo,0,31.3,25.3,28.3
11/14/2017,Colombo,0,31.2,26.5,28.85
11/15/2017,Colombo,0,31,23.6,27.3
11/16/2017,Colombo,0,31.2,24.7,27.95
11/17/2017,Colombo,0,30.9,23.8,27.35
11/18/2017,Colombo,38.2,30.9,25.7,28.3
11/19/2017,Colombo,5.1,31.1,23.3,27.2
11/20/2017,Colombo,29.7,30.4,23.9,27.15
11/21/2017,Colombo,15.1,30.3,23.2,26.75
11/22/2017,Colombo,0,30.6,24,27.3
11/23/2017,Colombo,0,32.6,24.2,28.4
11/24/2017,Colombo,0,31.4,25.1,28.25
11/25/2017,Colombo,14.5,29,25.2,27.1
11/26/2017,Colombo,0.1,28.8,23.7,26.25
11/27/2017,Colombo,0.2,28.1,24.5,26.3
11/28/2017,Colombo,7.2,29.5,24.5,27
11/29/2017,Colombo,74.7,28.6,24.8,26.7
11/30/2017,Colombo,33.5,25.9,23.5,24.7
12/1/2017,Colombo,43.3,25.2,23.5,24.35
12/2/2017,Colombo,27.4,29.5,23.4,26.45
12/3/2017,Colombo,0,30.6,22.9,26.75
12/4/2017,Colombo,0,31.4,24.1,27.75
12/5/2017,Colombo,0,31.1,23.9,27.5
12/6/2017,Colombo,0,31,24.2,27.6
12/7/2017,Colombo,0,31.1,24,27.55
12/8/2017,Colombo,0,30.9,24.1,27.5
12/9/2017,Colombo,0,31.3,22.2,26.75
12/10/2017,Colombo,3.1,31.7,22.4,27.05
12/11/2017,Colombo,0,30.6,24.9,27.75
12/12/2017,Colombo,0,29.3,25.3,27.3
12/13/2017,Colombo,10.5,31.6,24.5,28.05
12/14/2017,Colombo,56.7,30.4,24,27.2
12/15/2017,Colombo,20,30.8,22.6,26.7
12/16/2017,Colombo,0,32.3,24,28.15
12/17/2017,Colombo,0,32.9,24.1,28.5
12/18/2017,Colombo,0,32.3,23.8,28.05
12/19/2017,Colombo,0.6,31.9,23.4,27.65
12/20/2017,Colombo,0.8,29.8,24.6,27.2
12/21/2017,Colombo,9.9,30.5,23.8,27.15
12/22/2017,Colombo,0,32.3,23.3,27.8
12/23/2017,Colombo,0,32.1,23.7,27.9
12/24/2017,Colombo,0,31.3,23.4,27.35
12/25/2017,Colombo,0,31.7,23.5,27.6
12/26/2017,Colombo,0,32,23.9,27.95
12/27/2017,Colombo,0,32.6,25.1,28.85
12/28/2017,Colombo,0,31.8,23.9,27.85
12/29/2017,Colombo,0,31.3,23.4,27.35
12/30/2017,Colombo,0,32.4,24.1,28.25
12/31/2017,Colombo,0,31.9,23.5,27.7
1/1/2018,Colombo,0,31.7,23.3,27.5
1/2/2018,Colombo,0,30.7,23.8,27.25
1/3/2018,Colombo,0,30.5,24,27.25
1/4/2018,Colombo,0,32.7,22.4,27.55
1/5/2018,Colombo,0,31.3,21.6,26.45
1/6/2018,Colombo,0,31.3,22.4,26.85
1/7/2018,Colombo,0,30.7,20.8,25.75
1/8/2018,Colombo,0,30.1,20.5,25.3
1/9/2018,Colombo,0,30.7,22.6,26.65
1/10/2018,Colombo,18.4,30.7,24.3,27.5
1/11/2018,Colombo,0,31,24.1,27.55
1/12/2018,Colombo,16.1,30.3,25.1,27.7
1/13/2018,Colombo,9.3,30.6,23.2,26.9
1/14/2018,Colombo,0,31,24.1,27.55
1/15/2018,Colombo,0,32.3,23,27.65
1/16/2018,Colombo,0,31.3,22.3,26.8
1/17/2018,Colombo,0,31.8,22,26.9
1/18/2018,Colombo,0,32,20.5,26.25
1/19/2018,Colombo,0,31.6,22.6,27.1
1/20/2018,Colombo,0,31,22.1,26.55
1/21/2018,Colombo,0,30.4,22.1,26.25
1/22/2018,Colombo,0,30.1,22.6,26.35
1/23/2018,Colombo,0,31.1,23.4,27.25
1/24/2018,Colombo,0,31.3,22.9,27.1
1/25/2018,Colombo,0,32.1,21.3,26.7
1/26/2018,Colombo,0,29.4,22.4,25.9
1/27/2018,Colombo,0,30.1,23.2,26.65
1/28/2018,Colombo,0,30.6,24.2,27.4
