Date,Month,Year,RF,T max ,T min,Avg_tem
13,11,2020,4.7,31.1,24.9,28
14,11,2020,1.7,32.7,24,28.35
15,11,2020,8.1,31,24.6,27.8
16,11,2020,1.2,31.1,24.8,27.95
17,11,2020,1.7,33.6,24.7,29.15
18,11,2020,4.6,32.4,24.4,28.4
19,11,2020,2,31.9,24.3,28.1
20,11,2020,12.2,30.4,24.2,27.3
21,11,2020,0.1,32.4,23.7,28.05
22,11,2020,0,30.3,25.3,27.8
23,11,2020,0,30.6,24.4,27.5
24,11,2020,4.7,30.6,24.7,27.65
25,11,2020,3.1,30,25.1,27.55
26,11,2020,0,31.3,24.5,27.9
27,11,2020,0,31.3,24.6,27.95
28,11,2020,0,31.4,23.6,27.5
29,11,2020,0,31.6,25.2,28.4
30,11,2020,0,34.2,25.6,29.9
1,12,2020,0,31.8,25,28.4
2,12,2020,6,28.5,25.1,26.8
3,12,2020,5.3,30.7,26.4,28.55
4,12,2020,43.8,30.8,24.4,27.6
5,12,2020,1.1,30.4,24.6,27.5
6,12,2020,0,30.7,24,27.35
7,12,2020,0,31.7,24.5,28.1
8,12,2020,1.4,31.1,25.1,28.1
9,12,2020,0,31.4,24.6,28
10,12,2020,0,31.8,25.2,28.5
11,12,2020,0,33,23.7,28.35
12,12,2020,0,32.3,23.9,28.1
13,12,2020,0,32.6,23.5,28.05
14,12,2020,0,31.8,22.5,27.15
15,12,2020,0.6,30.8,22.9,26.85
16,12,2020,0,30.3,24.9,27.6
17,12,2020,0,31.1,24.3,27.7
18,12,2020,1,30.6,24.6,27.6
19,12,2020,0,31.4,24.2,27.8
20,12,2020,0,29.9,25,27.45
21,12,2020,0.2,30,24.5,27.25
22,12,2020,0,28.7,24.8,26.75
23,12,2020,117.1,32.2,23.6,27.9
24,12,2020,0,30.6,23,26.8
25,12,2020,4.5,32.8,23.3,28.05
26,12,2020,0,30.7,23.6,27.15
27,12,2020,0,29.4,24.4,26.9
28,12,2020,1.5,30.6,24,27.3
29,12,2020,112.7,30.6,24.9,27.75
30,12,2020,7.8,31.5,23.8,27.65
31,12,2020,18.9,30,24.2,27.1
1,1,2021,0,29.9,23.5,26.7
2,1,2021,0,31.3,23.7,27.5
3,1,2021,1.4,30.1,24.8,27.45
4,1,2021,17.6,30.7,25.5,28.1
5,1,2021,24.9,30.2,23.7,26.95
6,1,2021,0,30.4,23.2,26.8
7,1,2021,0.9,30.4,24.1,27.25
8,1,2021,9.4,30,25.5,27.75
9,1,2021,0.2,26.9,24.5,25.7
10,1,2021,7.4,30.4,23.8,27.1
11,1,2021,0,29,24,26.5
12,1,2021,2,30.7,24.4,27.55
13,1,2021,26.7,27.4,24.4,25.9
14,1,2021,4,30.7,23.9,27.3
15,1,2021,0,29.9,24.1,27
16,1,2021,0.1,28.7,23.9,26.3
17,1,2021,0,31,23.2,27.1
18,1,2021,5.8,30.1,23.5,26.8
19,1,2021,0,30.1,23.9,27
20,1,2021,0.2,31,23.6,27.3
21,1,2021,7.8,30.9,24.9,27.9
22,1,2021,0,30.9,25,27.95
23,1,2021,0,33.3,24.3,28.8
24,1,2021,0,32.5,23,27.75
25,1,2021,0,31.4,23.1,27.25
26,1,2021,0,31.8,22.5,27.15
27,1,2021,0,32.5,22.9,27.7
28,1,2021,0,33.6,23.7,28.65
29,1,2021,0,31.9,24.5,28.2
30,1,2021,9.6,32.3,24.2,28.25
31,1,2021,14.4,31.6,23.7,27.65
1,2,2021,0.2,32.2,23.5,27.85
2,2,2021,0.1,32.3,24.5,28.4
3,2,2021,0,31.5,24.7,28.1
4,2,2021,0,32.9,23.8,28.35
5,2,2021,0,32.3,22.6,27.45
6,2,2021,1.3,32.2,23.6,27.9
7,2,2021,0,32.4,24.7,28.55
8,2,2021,0,32.8,24.8,28.8
9,2,2021,0,33.3,24,28.65
10,2,2021,0,32.5,23.2,27.85
11,2,2021,0,31.5,22.1,26.8
12,2,2021,0,31.3,22.4,26.85
13,2,2021,0,32,23.3,27.65
14,2,2021,0,31.9,24.1,28
15,2,2021,0,33.4,23.9,28.65
16,2,2021,0,30.7,24.3,27.5
17,2,2021,0,32.2,24.1,28.15
18,2,2021,0,31.3,24.3,27.8
19,2,2021,0,31.4,24,27.7
20,2,2021,0,32.2,25,28.6
21,2,2021,5.5,32.2,25.8,29
22,2,2021,38.8,33,23.8,28.4
23,2,2021,0,33.2,23.7,28.45
24,2,2021,0,31.9,24.9,28.4
25,2,2021,0,31.5,24.9,28.2
26,2,2021,0,31.2,24.5,27.85
27,2,2021,0,31.1,23.4,27.25
28,2,2021,0,31.7,23.1,27.4
1,3,2021,0,31.4,25.2,28.3
2,3,2021,0,31.1,22.9,27
3,3,2021,0,31.4,23,27.2
4,3,2021,0,31.5,24.3,27.9
5,3,2021,0,32.4,24.5,28.45
6,3,2021,2.5,31.8,25.2,28.5
7,3,2021,0,31.2,23.3,27.25
8,3,2021,8.5,32.1,25.2,28.65
9,3,2021,0,30.8,23,26.9
10,3,2021,8.3,31.4,23.9,27.65
11,3,2021,11,30.4,23.8,27.1
12,3,2021,19.4,32.6,23.5,28.05
13,3,2021,7.1,31.6,24.6,28.1
14,3,2021,4.2,31.8,24.5,28.15
15,3,2021,0,32.9,24.5,28.7
16,3,2021,0,31.8,25.4,28.6
17,3,2021,0,32,24.9,28.45
18,3,2021,10.9,31.5,25.6,28.55
19,3,2021,10.8,30.8,23.8,27.3
20,3,2021,1.5,30.1,25,27.55
21,3,2021,2.2,31.1,24.7,27.9
22,3,2021,0.6,31.6,24.1,27.85
23,3,2021,0.2,31.8,24.6,28.2
24,3,2021,0,32.2,25.3,28.75
25,3,2021,0,31.1,25.4,28.25
26,3,2021,13.7,32.3,25.7,29
27,3,2021,31.5,31.4,24.7,28.05
28,3,2021,16.2,31.8,23.6,27.7
29,3,2021,0,31.5,21.5,26.5
30,3,2021,0,32.5,23.6,28.05
31,3,2021,0,32.1,25.9,29
1,4,2021,0,32,26.7,29.35
2,4,2021,0,32.1,28.4,30.25
3,4,2021,0,32.3,27.9,30.1
4,4,2021,0,31.7,25.2,28.45
5,4,2021,0,32.1,26.2,29.15
6,4,2021,0.2,32.7,26.7,29.7
7,4,2021,0,32.2,24.9,28.55
8,4,2021,10.7,31.7,24.3,28
9,4,2021,1.2,32.2,25.4,28.8
10,4,2021,0,31.8,25.9,28.85
11,4,2021,0.3,31.9,25,28.45
12,4,2021,8.4,32.4,25,28.7
13,4,2021,0.3,31.6,25,28.3
14,4,2021,0,32,25.7,28.85
15,4,2021,0,31.4,25.2,28.3
16,4,2021,0.1,32.4,25.4,28.9
17,4,2021,0.9,30.5,26.4,28.45
18,4,2021,36.5,32.4,25.3,28.85
19,4,2021,17.4,32.1,25.3,28.7
20,4,2021,15.3,32,25.6,28.8
21,4,2021,0,31.2,25.5,28.35
22,4,2021,39.6,32.1,25.9,29
23,4,2021,67.4,28,24.9,26.45
24,4,2021,27.9,31.9,23.3,27.6
25,4,2021,1.1,32.1,24.2,28.15
26,4,2021,0,32,25.6,28.8
27,4,2021,0,32.1,26.4,29.25
28,4,2021,0.2,32.5,26.6,29.55
29,4,2021,97.3,32.4,27,29.7
30,4,2021,0.8,31.2,24.1,27.65
1,5,2021,0,30.9,25.4,28.15
2,5,2021,3.5,31.8,25.6,28.7
3,5,2021,2.9,31.4,25.4,28.4
4,5,2021,2.8,31.3,24.4,27.85
5,5,2021,0,31.7,24.3,28
6,5,2021,5.8,31.7,26.1,28.9
7,5,2021,0.6,31.8,24.9,28.35
8,5,2021,1.2,31.7,25.1,28.4
9,5,2021,22,32.5,25.2,28.85
10,5,2021,0,32.3,25.5,28.9
11,5,2021,77.2,32.1,26,29.05
12,5,2021,34.4,30.8,24.8,27.8
13,5,2021,35,30.1,25.4,27.75
14,5,2021,9.2,30.5,25,27.75
15,5,2021,0.2,31.8,25.4,28.6
16,5,2021,0.1,31.8,26.7,29.25
17,5,2021,0,32.4,26.1,29.25
18,5,2021,0,32.1,27,29.55
19,5,2021,17.7,32.4,27.7,30.05
20,5,2021,46.7,32.3,24.3,28.3
21,5,2021,26.2,31.7,24.6,28.15
22,5,2021,1.6,31.9,24.8,28.35
23,5,2021,37.5,29.5,26.9,28.2
24,5,2021,12.7,31.9,25,28.45
25,5,2021,5.9,29.4,26,27.7
26,5,2021,7.6,30.9,27,28.95
27,5,2021,0.5,31.3,25.5,28.4
28,5,2021,0.1,31.3,28.3,29.8
29,5,2021,0,31.4,28.4,29.9
30,5,2021,0,31.5,28.3,29.9
31,5,2021,0,31.6,28.4,30
1,6,2021,3.4,31.5,27.9,29.7
2,6,2021,1.8,31.5,27.1,29.3
3,6,2021,140.6,26.6,26.2,26.4
4,6,2021,33.5,31,24.6,27.8
5,6,2021,3.5,29.8,25.3,27.55
6,6,2021,10.6,30.9,25.4,28.15
7,6,2021,11,31,25.3,28.15
8,6,2021,8.6,30.5,26,28.25
9,6,2021,18.8,30.8,25,27.9
10,6,2021,0,31.1,25.4,28.25
11,6,2021,0,31.3,27.4,29.35
12,6,2021,8.3,30.8,27.6,29.2
13,6,2021,47,30.8,25.6,28.2
14,6,2021,11.3,30.8,23.9,27.35
15,6,2021,0,31.3,24.4,27.85
16,6,2021,3.5,30.8,27.4,29.1
17,6,2021,0,31.2,27.1,29.15
18,6,2021,0.5,31.4,26.5,28.95
19,6,2021,0,31.3,27.2,29.25
20,6,2021,0,31.3,27.9,29.6
21,6,2021,0,31.2,28,29.6
22,6,2021,0.4,31.2,27.9,29.55
23,6,2021,6.4,31.5,27.3,29.4
24,6,2021,0,31.2,26.4,28.8
25,6,2021,0.4,31.2,27.7,29.45
26,6,2021,1.1,31.2,27.6,29.4
27,6,2021,1,31.3,27.5,29.4
28,6,2021,1.4,31.2,26.4,28.8
29,6,2021,4.1,31.2,25.4,28.3
30,6,2021,0.1,30.9,25,27.95
1,7,2021,8.9,30.5,26.6,28.55
2,7,2021,6.3,31,24.6,27.8
3,7,2021,0.4,30.7,26.1,28.4
4,7,2021,25.6,30.9,27.1,29
5,7,2021,0,30.8,25.7,28.25
6,7,2021,1.9,30.5,27.6,29.05
7,7,2021,8.4,30.9,26.9,28.9
8,7,2021,2.6,31.1,26.4,28.75
9,7,2021,12,29.2,26.4,27.8
10,7,2021,3.2,29.3,25,27.15
11,7,2021,0.5,30,24.7,27.35
12,7,2021,0,30.7,26.8,28.75
13,7,2021,0,30.5,27.3,28.9
14,7,2021,0,30.5,27.1,28.8
15,7,2021,0,30.7,27.4,29.05
16,7,2021,0,30.9,26.4,28.65
17,7,2021,0,30.4,27.6,29
18,7,2021,0,30.5,27,28.75
19,7,2021,0,30.9,27,28.95
20,7,2021,0,31,27.3,29.15
21,7,2021,0.5,31.1,27.3,29.2
22,7,2021,1.1,30.9,25.6,28.25
23,7,2021,56.4,30.6,26.8,28.7
24,7,2021,48.9,28.6,23.5,26.05
25,7,2021,4,30.2,24.4,27.3
26,7,2021,97.5,27.4,25.6,26.5
27,7,2021,0,30.2,23.2,26.7
28,7,2021,0.1,30.4,26,28.2
29,7,2021,0,30.4,24.7,27.55
30,7,2021,0,30.3,27.3,28.8
31,7,2021,0,30.4,27.4,28.9
1,8,2021,0,30.4,27.4,28.9
2,8,2021,0,30.4,27.4,28.9
3,8,2021,2.1,30.3,26.6,28.45
4,8,2021,0,30.6,26.7,28.65
5,8,2021,0,30.6,27.2,28.9
6,8,2021,0.7,30.8,27.3,29.05
7,8,2021,1.8,29.7,26.7,28.2
8,8,2021,13.7,29.2,26.6,27.9
9,8,2021,11.1,30.1,25.6,27.85
10,8,2021,0,30.1,24.6,27.35
11,8,2021,0,29.5,26.9,28.2
12,8,2021,0,28.6,27.2,27.9
13,8,2021,0,29.4,26.2,27.8
14,8,2021,0,29.7,26.7,28.2
15,8,2021,0,29.9,26.7,28.3
16,8,2021,0.1,29.9,26.9,28.4
17,8,2021,2.2,30.4,26.5,28.45
18,8,2021,9.4,30,24.9,27.45
19,8,2021,0,29.9,26.1,28
20,8,2021,0,30.4,25.5,27.95
21,8,2021,0,29.5,27,28.25
22,8,2021,0.1,30,25.9,27.95
23,8,2021,2.2,30.6,25.5,28.05
24,8,2021,13.1,30.6,25.2,27.9
25,8,2021,21.8,29.6,24.2,26.9
26,8,2021,45.4,28.3,24.5,26.4
27,8,2021,1.3,29.7,23.7,26.7
28,8,2021,25.2,30.1,25,27.55
29,8,2021,13.6,30.1,24.2,27.15
30,8,2021,0,30.4,23.8,27.1
31,8,2021,0.2,30.7,26.5,28.6
1,9,2021,2.9,30.7,26.5,28.6
2,9,2021,11.4,30.3,26.3,28.3
3,9,2021,3.7,30,24.5,27.25
4,9,2021,12.1,29.1,25,27.05
5,9,2021,3.6,30.7,24.6,27.65
6,9,2021,8.8,30.7,26.1,28.4
7,9,2021,9.8,30.9,25.3,28.1
8,9,2021,2.3,30.5,25.1,27.8
9,9,2021,0,30.6,25.4,28
10,9,2021,0.7,31,27.4,29.2
11,9,2021,0,31,27.2,29.1
12,9,2021,16.4,31.6,27.3,29.45
13,9,2021,15,30.2,25.3,27.75
14,9,2021,0.5,30.9,25.4,28.15
15,9,2021,22.2,30.5,26.1,28.3
16,9,2021,3.4,29.5,25.5,27.5
17,9,2021,0,30.7,25.8,28.25
18,9,2021,1.1,30.7,27,28.85
19,9,2021,0,31.1,25.8,28.45
20,9,2021,37.3,30.7,26.8,28.75
21,9,2021,5.5,27.7,23.8,25.75
22,9,2021,0.4,31.3,24.2,27.75
23,9,2021,0,31,26.8,28.9
24,9,2021,0.7,30.8,27.6,29.2
25,9,2021,0.1,30.8,26.7,28.75
26,9,2021,17.8,30.6,27.4,29
27,9,2021,13.7,30.2,25.6,27.9
28,9,2021,0,28.8,24.4,26.6
29,9,2021,0,30.6,24.4,27.5
30,9,2021,0,30,26.7,28.35
1,10,2021,38.2,28.5,27.2,27.85
2,10,2021,1.8,30,22.7,26.35
3,10,2021,2.2,30.2,25.3,27.75
4,10,2021,5.3,30.6,26.5,28.55
5,10,2021,46.1,27.5,25.6,26.55
6,10,2021,0,30.1,24.1,27.1
7,10,2021,0.4,31.1,24.5,27.8
8,10,2021,1.3,31.1,25.6,28.35
9,10,2021,3.6,31,26.6,28.8
10,10,2021,11.6,31,27,29
11,10,2021,0,29.7,25,27.35
12,10,2021,3.7,30.3,26.4,28.35
13,10,2021,1.5,31.3,25.2,28.25
14,10,2021,0,31.1,27.3,29.2
15,10,2021,2.1,31.2,27.6,29.4
16,10,2021,8.3,30.2,26.4,28.3
17,10,2021,1.3,31,25.6,28.3
18,10,2021,1,30.6,26.4,28.5
19,10,2021,3.1,30.7,26.2,28.45
20,10,2021,51,30.6,25.1,27.85
21,10,2021,0.5,30.5,22.9,26.7
22,10,2021,2.4,30.6,25.5,28.05
23,10,2021,6.1,31.1,24.9,28
24,10,2021,3.9,30.2,23.4,26.8
25,10,2021,11.2,30.6,25.1,27.85
26,10,2021,19,30.2,24.1,27.15
27,10,2021,10.3,30.1,23.5,26.8
28,10,2021,22,29.4,23.8,26.6
29,10,2021,8.9,30.5,24.5,27.5
30,10,2021,18.9,29.2,24.4,26.8
31,10,2021,38.5,31.3,23.7,27.5
1,11,2021,11.6,29.2,24.8,27
2,11,2021,0,30.8,24.8,27.8
3,11,2021,14.7,29.7,24.7,27.2
4,11,2021,4.7,30.8,23.9,27.35
5,11,2021,24.7,30,23.7,26.85
6,11,2021,21.4,29.9,24.5,27.2
7,11,2021,64.6,29.3,25.3,27.3
8,11,2021,42.2,27,22.2,24.6
9,11,2021,23.8,28.5,23.1,25.8
10,11,2021,6.9,29.2,23.6,26.4
11,11,2021,14.1,29.4,23.5,26.45
12,11,2021,0.4,29.7,25,27.35
13,11,2021,23.4,30.8,25.2,28
14,11,2021,52.5,28,24.1,26.05
15,11,2021,28.1,29.2,23.6,26.4
16,11,2021,10.1,28.9,24.7,26.8
17,11,2021,59.5,29.8,25.7,27.75
18,11,2021,0.2,30.2,24.1,27.15
19,11,2021,12.4,29.6,25.5,27.55
20,11,2021,0,30.6,25.4,28
21,11,2021,0,30.9,22.6,26.75
22,11,2021,0,31.5,24,27.75
23,11,2021,41.3,33.1,25.2,29.15
24,11,2021,15.8,28.9,24,26.45
25,11,2021,0,27.5,24.3,25.9
26,11,2021,0,31,23.6,27.3
27,11,2021,10.4,31.3,25,28.15
28,11,2021,0.6,30.6,24.2,27.4
29,11,2021,0,29.1,24.4,26.75
30,11,2021,0,30.6,24.8,27.7
1,12,2021,0.7,30.8,24,27.4
2,12,2021,0,31.1,23.8,27.45
3,12,2021,17,31.2,25.1,28.15
4,12,2021,0,30.9,25.1,28
5,12,2021,0.7,31.5,25,28.25
6,12,2021,0,30.1,24.9,27.5
7,12,2021,0,32.6,24.9,28.75
8,12,2021,5.5,32.1,24.2,28.15
9,12,2021,0,30.7,25.3,28
10,12,2021,27.7,32.6,24.3,28.45
11,12,2021,0,32.6,24.4,28.5
12,12,2021,8.5,31.5,24.7,28.1
13,12,2021,31.4,31.1,24,27.55
14,12,2021,0.9,30.2,24.1,27.15
15,12,2021,0,30.6,24.3,27.45
16,12,2021,0,32.1,24.5,28.3
17,12,2021,0,32.5,24.5,28.5
18,12,2021,0,32.5,24.4,28.45
19,12,2021,0,32.7,25.3,29
20,12,2021,0,33,24.1,28.55
21,12,2021,0,31.6,24.9,28.25
22,12,2021,0,32,24.1,28.05
23,12,2021,0,31.6,23.5,27.55
24,12,2021,0,31.5,21.8,26.65
25,12,2021,0,31,22.1,26.55
26,12,2021,0,30.8,21.7,26.25
27,12,2021,0,32.1,22.5,27.3
28,12,2021,0,32,22.8,27.4
29,12,2021,0,32.2,24.3,28.25
30,12,2021,3,31.4,23.9,27.65
31,12,2021,0.2,31.2,23.4,27.3
1,1,2022,0.1,31.4,23.7,27.55
2,1,2022,7.6,32,24.6,28.3
3,1,2022,7.3,32.1,24.5,28.3
4,1,2022,0,31.3,23.4,27.35
5,1,2022,0,30.9,24.2,27.55
6,1,2022,0,33.7,24.6,29.15
7,1,2022,0,32.3,24.7,28.5
8,1,2022,0,33.7,24.6,29.15
9,1,2022,0.3,34.5,24.7,29.6
10,1,2022,0.1,30.9,24.6,27.75
11,1,2022,0,32.1,24.3,28.2
12,1,2022,0,31.2,24,27.6
13,1,2022,0,32,24.9,28.45
14,1,2022,0,32.1,25.1,28.6
15,1,2022,2.3,31.1,25.9,28.5
16,1,2022,0,31.4,24.9,28.15
17,1,2022,0,34.1,24.3,29.2
18,1,2022,0,34.6,24.1,29.35
19,1,2022,0,34.7,24.8,29.75
20,1,2022,0,34,23.5,28.75
21,1,2022,0,32.4,19.8,26.1
22,1,2022,0,31.3,20.4,25.85
23,1,2022,0,31.5,23.4,27.45
24,1,2022,58.6,31.2,23.9,27.55
25,1,2022,0,30.6,21.5,26.05
26,1,2022,0,30.4,23.1,26.75
27,1,2022,0,33.4,22.9,28.15
28,1,2022,0,31.4,23.2,27.3
29,1,2022,0,32.4,24.4,28.4
30,1,2022,0,31.3,24.7,28
31,1,2022,0,31.5,25.4,28.45
1,2,2022,0,34.1,23.9,29
2,2,2022,0,31.2,23.5,27.35
3,2,2022,0,30.7,23.1,26.9
4,2,2022,0,30.8,23,26.9
5,2,2022,0,32.1,23.7,27.9
6,2,2022,0,33.2,24.9,29.05
7,2,2022,0,34.6,24.8,29.7
8,2,2022,0,32.7,22.9,27.8
9,2,2022,0,34.1,23.7,28.9
10,2,2022,0,30.5,24.4,27.45
11,2,2022,0.2,31.1,25.1,28.1
12,2,2022,19.2,32.1,24.3,28.2
13,2,2022,0,30.4,23.8,27.1
14,2,2022,0,33.1,24.3,28.7
15,2,2022,0,32.5,23.2,27.85
16,2,2022,0,32,22.7,27.35
17,2,2022,0,30.8,23.3,27.05
18,2,2022,0,30.7,24.3,27.5
19,2,2022,0,29.1,25.8,27.45
20,2,2022,0,32.3,23.4,27.85
21,2,2022,0,31.5,25.4,28.45
22,2,2022,0,32,26,29
23,2,2022,0.3,32.1,24.2,28.15
24,2,2022,1.3,33,25.3,29.15
25,2,2022,0.8,32.6,25.6,29.1
26,2,2022,3.1,31.6,24.2,27.9
27,2,2022,0,33.9,23.2,28.55
28,2,2022,0,33.7,24,28.85
1,3,2022,0,35.7,23.9,29.8
2,3,2022,0,33.8,24.1,28.95
3,3,2022,0,33.9,26.2,30.05
4,3,2022,0,31.8,26,28.9
5,3,2022,0,32.1,25,28.55
6,3,2022,0,32.4,25,28.7
7,3,2022,0,32.1,25.2,28.65
8,3,2022,0.5,31.9,26.7,29.3
9,3,2022,0,32.3,24.6,28.45
10,3,2022,0,32.1,25.6,28.85
11,3,2022,0.9,32.2,26,29.1
12,3,2022,33.2,32.1,24.2,28.15
13,3,2022,20.2,32.2,23.2,27.7
14,3,2022,0,32,24.6,28.3
15,3,2022,0,32.4,25.6,29
16,3,2022,0,31.1,26.5,28.8
17,3,2022,0,32,27.7,29.85
18,3,2022,0,32.3,25.3,28.8
19,3,2022,0,32,28,30
20,3,2022,0,32.3,28.2,30.25
21,3,2022,0,31.9,26.6,29.25
22,3,2022,0,32.4,27.8,30.1
23,3,2022,0,32,26.8,29.4
24,3,2022,0,31.9,27,29.45
25,3,2022,0.1,31.9,26.6,29.25
26,3,2022,0,31.9,25.6,28.75
27,3,2022,0,32.4,26,29.2
28,3,2022,0,33.4,26.1,29.75
29,3,2022,0,33.5,26.5,30
30,3,2022,0,32.2,26,29.1
31,3,2022,0,32.8,24.9,28.85
1,4,2022,0.2,32.6,25.2,28.9
2,4,2022,0,32.9,25.8,29.35
3,4,2022,1.5,32.5,26.5,29.5
4,4,2022,0,32.6,25.3,28.95
5,4,2022,4.5,32.4,25.5,28.95
6,4,2022,0,32.1,23.9,28
7,4,2022,45.2,33.1,24.4,28.75
8,4,2022,22.9,30.8,23.8,27.3
9,4,2022,32.7,30.1,22.9,26.5
10,4,2022,102.2,26.2,24.3,25.25
11,4,2022,38.1,30.7,23.4,27.05
12,4,2022,6.2,32.6,25.1,28.85
13,4,2022,15.2,31.6,24.3,27.95
14,4,2022,0,31.9,24.5,28.2
15,4,2022,0,32,25.9,28.95
16,4,2022,0,32.4,26.1,29.25
17,4,2022,0,31.9,26.2,29.05
18,4,2022,3.2,31.7,25.9,28.8
19,4,2022,63.9,30.2,27.3,28.75
20,4,2022,25.6,32.1,25.6,28.85
21,4,2022,0,31.5,26,28.75
22,4,2022,10.8,32.1,27.1,29.6
23,4,2022,0.1,31.4,24.9,28.15
24,4,2022,0,32.1,25.6,28.85
25,4,2022,4.4,31.6,25.6,28.6
26,4,2022,0,32.1,26.2,29.15
27,4,2022,71.1,32.5,26.6,29.55
28,4,2022,0.5,32.5,25,28.75
29,4,2022,13.3,32.1,24.9,28.5
30,4,2022,12.6,32.7,26.2,29.45
1,5,2022,3.5,31.3,27.1,29.2
2,5,2022,0.4,32.4,27.6,30
3,5,2022,0,32.5,29.1,30.8
4,5,2022,0.4,32.9,27.9,30.4
5,5,2022,48.3,32.5,26.9,29.7
6,5,2022,4.2,32.3,24.4,28.35
7,5,2022,0,32.3,26,29.15
8,5,2022,0,32.2,29.1,30.65
9,5,2022,6.9,32.4,29.3,30.85
10,5,2022,0.9,32,27.5,29.75
11,5,2022,3.5,32.2,28.1,30.15
12,5,2022,32.9,31.7,25.9,28.8
13,5,2022,5.9,28.4,25.4,26.9
14,5,2022,3,30.2,25.9,28.05
15,5,2022,16.6,30.9,26.1,28.5
16,5,2022,5,31,25.3,28.15
17,5,2022,3,30.3,25.4,27.85
18,5,2022,16.8,30.7,25.5,28.1
19,5,2022,2.7,30.9,25.1,28
20,5,2022,0.7,30.6,26,28.3
21,5,2022,0.4,31.2,27.1,29.15
22,5,2022,2.3,31.2,27.6,29.4
23,5,2022,0,31.2,26.4,28.8
24,5,2022,11.1,30.5,27.9,29.2
25,5,2022,10.8,30.7,24.8,27.75
26,5,2022,43.6,30.6,25.5,28.05
27,5,2022,1,29.5,24.4,26.95
28,5,2022,8.5,30.6,26.1,28.35
29,5,2022,16.1,29.5,25.4,27.45
30,5,2022,47,30.1,24.4,27.25
31,5,2022,56.2,25.6,24.8,25.2
1,6,2022,1.2,30,24.1,27.05
2,6,2022,9.5,31.1,26.4,28.75
3,6,2022,1.7,31,26.8,28.9
4,6,2022,4.8,30.7,27,28.85
5,6,2022,0.2,30.8,26,28.4
6,6,2022,0,30.4,27.4,28.9
7,6,2022,0.5,29.9,27,28.45
8,6,2022,1.7,30.9,27.1,29
9,6,2022,4.2,30.6,27.3,28.95
10,6,2022,0.4,30.7,27.3,29
11,6,2022,1.1,30.1,27,28.55
12,6,2022,4.1,30.7,25.9,28.3
13,6,2022,0,31,25.7,28.35
14,6,2022,1.1,30.5,26.4,28.45
15,6,2022,27.4,30.9,26.6,28.75
16,6,2022,0.3,30,25,27.5
17,6,2022,7.7,30.3,26.2,28.25
18,6,2022,9.4,30.3,25.6,27.95
19,6,2022,0,30.6,25.1,27.85
20,6,2022,0,30.7,26.4,28.55
21,6,2022,0.2,31,27.6,29.3
22,6,2022,10,31.1,27.4,29.25
23,6,2022,0.4,30.9,25.6,28.25
24,6,2022,3.3,30.3,27.2,28.75
25,6,2022,1.8,31.2,27.4,29.3
26,6,2022,0,31.3,26.7,29
27,6,2022,0,31.1,27.6,29.35
28,6,2022,0,31.4,27.8,29.6
29,6,2022,0,31.1,27.5,29.3
30,6,2022,0,29.4,27.6,28.5
1,7,2022,0,30.7,25.8,28.25
2,7,2022,0.9,31.6,27.6,29.6
3,7,2022,0,28.9,26.5,27.7
4,7,2022,0,30.6,26.4,28.5
5,7,2022,0,30.1,25.9,28
6,7,2022,0,30.2,26.2,28.2
7,7,2022,0,30.1,27.1,28.6
8,7,2022,0,30.5,25.6,28.05
9,7,2022,0,30.3,26,28.15
10,7,2022,0.6,30.4,26.6,28.5
11,7,2022,0,29.7,25.4,27.55
12,7,2022,0,30.6,26.5,28.55
13,7,2022,0,30.9,27,28.95
14,7,2022,2.9,31.5,26.8,29.15
15,7,2022,1.5,30.6,25.5,28.05
16,7,2022,0,31.1,26.1,28.6
17,7,2022,0,31.5,26.9,29.2
18,7,2022,0,31,27.1,29.05
19,7,2022,0.8,32.4,26.8,29.6
20,7,2022,0,30.4,26.5,28.45
21,7,2022,1.8,29.6,26.4,28
22,7,2022,1.1,29.3,26.3,27.8
23,7,2022,0,30.3,26.7,28.5
24,7,2022,0,29.8,26.8,28.3
25,7,2022,0,30.3,27,28.65
26,7,2022,0,30.9,26.5,28.7
27,7,2022,2,31.7,25.5,28.6
28,7,2022,0.2,29.6,24.4,27
29,7,2022,0.7,29.6,25.4,27.5
30,7,2022,0,30.8,25.9,28.35
31,7,2022,0,30.7,26.9,28.8
1,8,2022,1.1,28,26.9,27.45
2,8,2022,3.8,29.4,25.8,27.6
3,8,2022,14.5,29.1,25.2,27.15
4,8,2022,12.1,30,24.8,27.4
5,8,2022,15.6,28.8,24.3,26.55
6,8,2022,0.3,29.8,25.4,27.6
7,8,2022,0,30,25.9,27.95
8,8,2022,0.8,29.9,26.4,28.15
9,8,2022,0,30,26.4,28.2
10,8,2022,0,30.1,26,28.05
11,8,2022,0,30.4,26.1,28.25
12,8,2022,0,29.9,27,28.45
13,8,2022,0,30.6,27,28.8
14,8,2022,0,30.5,26.9,28.7
15,8,2022,0,30.4,25.4,27.9
16,8,2022,0,30.7,26.4,28.55
17,8,2022,0,30.9,26.9,28.9
18,8,2022,0.3,31.1,26.7,28.9
19,8,2022,1.1,31.1,27,29.05
20,8,2022,0,30.6,27.3,28.95
21,8,2022,1.4,30.8,26.9,28.85
22,8,2022,1.1,30.6,26.2,28.4
23,8,2022,0,30.3,25.9,28.1
24,8,2022,0,30.6,26.3,28.45
25,8,2022,0,30.2,26.1,28.15
