Date,Month,Year,RF,T max ,T min,Avg_tem
1,10,2013,0,31.1,25.8,28.45
2,10,2013,0,31.3,27.5,29.4
3,10,2013,1.6,31.3,27.3,29.3
4,10,2013,5.8,30.7,25.7,28.2
5,10,2013,0.3,30.8,24.4,27.6
6,10,2013,2.5,31,25.1,28.05
7,10,2013,13.2,31.1,24.4,27.75
8,10,2013,0,30.5,24.8,27.65
9,10,2013,3.4,30.9,27.3,29.1
10,10,2013,6.2,29.8,26.3,28.05
11,10,2013,5.5,30.7,26.1,28.4
12,10,2013,2,30.3,25.6,27.95
13,10,2013,0.4,30.4,26.1,28.25
14,10,2013,1.6,30.8,25.4,28.1
15,10,2013,0,30.8,25.7,28.25
16,10,2013,24.6,30.5,27.2,28.85
17,10,2013,2.1,30.4,25,27.7
18,10,2013,18.2,30.3,24.2,27.25
19,10,2013,23.7,27.5,23.9,25.7
20,10,2013,0.1,29.5,23.9,26.7
21,10,2013,8.1,30.3,26.4,28.35
22,10,2013,1.6,30.5,24.9,27.7
23,10,2013,0.5,30.9,26.9,28.9
24,10,2013,1.9,30.5,25.9,28.2
25,10,2013,0,30.4,25.1,27.75
26,10,2013,1.2,30.5,24.6,27.55
27,10,2013,0,30.6,24.9,27.75
28,10,2013,0,30.9,25.7,28.3
29,10,2013,0.5,30.5,25,27.75
30,10,2013,7.1,30.8,24.3,27.55
31,10,2013,8.2,30.4,24.2,27.3
1,11,2013,9.2,31.2,23.4,27.3
2,11,2013,18,30.7,23.9,27.3
3,11,2013,2.8,30.6,23.4,27
4,11,2013,3.1,30.8,24.8,27.8
5,11,2013,3,30.9,24.5,27.7
6,11,2013,0,31,24.6,27.8
7,11,2013,5.1,31.3,23.8,27.55
8,11,2013,3.5,31.3,23.6,27.45
9,11,2013,21.2,31.7,24.5,28.1
10,11,2013,8.8,29.6,24.7,27.15
11,11,2013,0,32,24.5,28.25
12,11,2013,0.3,31.4,25.3,28.35
13,11,2013,0,28.9,25.1,27
14,11,2013,0,31.5,24.8,28.15
15,11,2013,0,31,24.7,27.85
16,11,2013,0,31,24,27.5
17,11,2013,0,31.3,25.4,28.35
18,11,2013,0,31.1,24.7,27.9
19,11,2013,19.7,30.9,23.9,27.4
20,11,2013,0,31.3,23.2,27.25
21,11,2013,0,30.8,24,27.4
22,11,2013,17.4,30.9,25.2,28.05
23,11,2013,14.1,30.8,24.5,27.65
24,11,2013,1.6,29.7,23.8,26.75
25,11,2013,0.6,30.9,23.9,27.4
26,11,2013,0,31,23.9,27.45
27,11,2013,0,31,23.7,27.35
28,11,2013,0,30.7,23.3,27
29,11,2013,15.7,30.7,24.8,27.75
30,11,2013,60.6,32.5,24.5,28.5
1,12,2013,0.4,30.3,23.2,26.75
2,12,2013,0,30.8,24.1,27.45
3,12,2013,0,31.6,23.9,27.75
4,12,2013,0,31.5,24.5,28
5,12,2013,0,29.9,24.3,27.1
6,12,2013,0,30.2,23.9,27.05
7,12,2013,0,30.2,24.3,27.25
8,12,2013,0,30.2,23.9,27.05
9,12,2013,0,30.9,24.1,27.5
10,12,2013,0,30.3,23.3,26.8
11,12,2013,0,31.1,23.7,27.4
12,12,2013,27.1,31,24.1,27.55
13,12,2013,0,29.9,23.8,26.85
14,12,2013,0.4,30.9,23.7,27.3
15,12,2013,4.4,30,24.3,27.15
16,12,2013,0,30.5,24.2,27.35
17,12,2013,0,30.1,22.8,26.45
18,12,2013,0,32.2,23.5,27.85
19,12,2013,0,31.1,24.4,27.75
20,12,2013,0,31.3,23.9,27.6
21,12,2013,0,30.7,25,27.85
22,12,2013,0,32.5,23.9,28.2
23,12,2013,0,32.9,22.8,27.85
24,12,2013,0,31,24.2,27.6
25,12,2013,0,30.8,24.8,27.8
26,12,2013,0,31.9,22.8,27.35
27,12,2013,0,31.3,23.3,27.3
28,12,2013,0,32.5,23.4,27.95
29,12,2013,0,32.1,22.9,27.5
30,12,2013,0,31.9,22.6,27.25
31,12,2013,0,32.9,23.3,28.1
1,1,2014,0,33.2,24.1,28.65
2,1,2014,0,31.9,23.4,27.65
3,1,2014,0,31.2,24.2,27.7
4,1,2014,0,30.3,24,27.15
5,1,2014,0,29.4,22.7,26.05
6,1,2014,7.4,29.7,23.7,26.7
7,1,2014,0,29.4,24.3,26.85
8,1,2014,0,30.9,23.9,27.4
9,1,2014,58.1,31.4,24.7,28.05
10,1,2014,0,30.7,23.7,27.2
11,1,2014,0,30.6,23.1,26.85
12,1,2014,3.8,30.4,23.9,27.15
13,1,2014,0,32.3,22.9,27.6
14,1,2014,0,29.6,24.5,27.05
15,1,2014,3.8,29.7,25.3,27.5
16,1,2014,7.8,30,23.6,26.8
17,1,2014,0,32.8,23.1,27.95
18,1,2014,0,30.3,22.1,26.2
19,1,2014,0,32.6,23,27.8
20,1,2014,0,31.6,22.3,26.95
21,1,2014,0,33.7,23.9,28.8
22,1,2014,0,32,23.1,27.55
23,1,2014,0,31,24.5,27.75
24,1,2014,0,31.2,23.7,27.45
25,1,2014,0,33.1,22.7,27.9
26,1,2014,0,32.1,22.2,27.15
27,1,2014,0,32.4,22.9,27.65
28,1,2014,4.7,32,24,28
29,1,2014,0,32.3,24.2,28.25
30,1,2014,0,32.8,24.5,28.65
31,1,2014,0,31.9,24.9,28.4
1,2,2014,0,34.9,24.4,29.65
2,2,2014,0,35.3,24.3,29.8
3,2,2014,0,34.6,23.5,29.05
4,2,2014,0,31.4,23.4,27.4
5,2,2014,0,31.3,22.9,27.1
6,2,2014,0,30.7,23.1,26.9
7,2,2014,0,34.4,22,28.2
8,2,2014,0,31,22.3,26.65
9,2,2014,0,30.4,22,26.2
10,2,2014,0,29.8,20.9,25.35
11,2,2014,0,29.5,21,25.25
12,2,2014,0,30.5,22.6,26.55
13,2,2014,0,29.9,22.4,26.15
14,2,2014,0,31.1,23.8,27.45
15,2,2014,0,30.8,22.9,26.85
16,2,2014,0,30.8,24.4,27.6
17,2,2014,0,31.2,23.9,27.55
18,2,2014,0,31.4,24.8,28.1
19,2,2014,0,32.1,25.6,28.85
20,2,2014,1.7,31.3,25.4,28.35
21,2,2014,0,32.8,25,28.9
22,2,2014,0,31.3,23.9,27.6
23,2,2014,17.8,31.1,24.8,27.95
24,2,2014,0,31.5,23.6,27.55
25,2,2014,0,32.1,25,28.55
26,2,2014,0,32.1,24.2,28.15
27,2,2014,0,31.2,24.9,28.05
28,2,2014,0,31.4,24,27.7
1,3,2014,0,31.5,24.7,28.1
2,3,2014,0,32,24.9,28.45
3,3,2014,0,32.4,25.1,28.75
4,3,2014,0,32.2,25.4,28.8
5,3,2014,25.2,32.6,26.2,29.4
6,3,2014,9.8,31.6,24.4,28
7,3,2014,46.5,32.5,23.7,28.1
8,3,2014,0,32.5,22.9,27.7
9,3,2014,0,34.1,24.4,29.25
10,3,2014,0,32.2,24.9,28.55
11,3,2014,0,35.2,24.3,29.75
12,3,2014,0,32.6,24.3,28.45
13,3,2014,0,32.8,24.1,28.45
14,3,2014,0,31.7,23.9,27.8
15,3,2014,0,31.5,24.1,27.8
16,3,2014,0,32.5,24.3,28.4
17,3,2014,2.2,33.1,24.4,28.75
18,3,2014,2.9,33.2,25.5,29.35
19,3,2014,0,30.1,24.3,27.2
20,3,2014,0,31.9,25.4,28.65
21,3,2014,5.9,32.1,25.5,28.8
22,3,2014,0,31.3,25,28.15
23,3,2014,0,32.9,25.4,29.15
24,3,2014,9.8,32,25.4,28.7
25,3,2014,0,32.2,25.1,28.65
26,3,2014,0,33.2,24.9,29.05
27,3,2014,42.5,32.9,25.7,29.3
28,3,2014,0,31.8,24.7,28.25
29,3,2014,0,31.9,25.4,28.65
30,3,2014,0,32.4,25.4,28.9
31,3,2014,0,31.9,25.4,28.65
1,4,2014,0,32.2,25.1,28.65
2,4,2014,0,32.4,27.9,30.15
3,4,2014,16.6,32.7,26.3,29.5
4,4,2014,1.9,31.8,25.1,28.45
5,4,2014,5.8,32.5,25.4,28.95
6,4,2014,4.4,32.4,24,28.2
7,4,2014,0.4,33.5,24.2,28.85
8,4,2014,41.5,32.5,25.6,29.05
9,4,2014,0,31.8,24.7,28.25
10,4,2014,9.6,31.9,25.7,28.8
11,4,2014,0,32.8,24.9,28.85
12,4,2014,0,31.9,25.3,28.6
13,4,2014,0,32.4,25.9,29.15
14,4,2014,30.3,32.1,25.1,28.6
15,4,2014,0.8,31.9,23,27.45
16,4,2014,0,32.6,26,29.3
17,4,2014,0.9,32.3,25.6,28.95
18,4,2014,26.9,32.3,25.7,29
19,4,2014,0,32.2,24.9,28.55
20,4,2014,0,32.1,25.4,28.75
21,4,2014,0.8,32.3,26.8,29.55
22,4,2014,2.2,32.6,25.5,29.05
23,4,2014,1,31.8,23.9,27.85
24,4,2014,37.8,31.7,24.8,28.25
25,4,2014,0,32.2,24.6,28.4
26,4,2014,0,32.6,26.3,29.45
27,4,2014,0.7,32.4,26.4,29.4
28,4,2014,4.3,32.3,25.4,28.85
29,4,2014,68.8,30.5,25.1,27.8
30,4,2014,0,32.2,23.3,27.75
1,5,2014,0,30.1,25.3,27.7
2,5,2014,5,32.4,25.7,29.05
3,5,2014,0.3,29.4,25,27.2
4,5,2014,12,29.5,25.5,27.5
5,5,2014,11.9,30.6,25.5,28.05
6,5,2014,3.9,30.4,24.4,27.4
7,5,2014,8.4,30.6,25.1,27.85
8,5,2014,1.8,31.6,23.9,27.75
9,5,2014,0,31.3,25.7,28.5
10,5,2014,0,31.8,26.4,29.1
11,5,2014,0,31.9,26.2,29.05
12,5,2014,0,32,26.3,29.15
13,5,2014,0,32,27.1,29.55
14,5,2014,0,32.2,28.4,30.3
15,5,2014,0,32.3,28.5,30.4
16,5,2014,3,32.7,28.8,30.75
17,5,2014,0,31.9,28,29.95
18,5,2014,0,32.3,27.6,29.95
19,5,2014,6.8,32.1,26.5,29.3
20,5,2014,6.3,32,26.8,29.4
21,5,2014,5.6,30.8,26.8,28.8
22,5,2014,0.2,31.9,26,28.95
23,5,2014,0,32.4,28.1,30.25
24,5,2014,6.9,32.3,28.9,30.6
25,5,2014,0,32,26.3,29.15
26,5,2014,0,32.1,26.6,29.35
27,5,2014,0,32.1,27.9,30
28,5,2014,8.8,31.8,27.3,29.55
29,5,2014,2.2,31.4,25.1,28.25
30,5,2014,0.4,31.8,26.6,29.2
31,5,2014,0,32.1,27.7,29.9
1,6,2014,102.8,31.1,27.4,29.25
2,6,2014,29.5,28.7,23.6,26.15
3,6,2014,3.6,28.4,23.9,26.15
4,6,2014,2.7,30.9,25.1,28
5,6,2014,0.7,31.3,27.5,29.4
6,6,2014,0,31.6,28,29.8
7,6,2014,0,31.8,28.1,29.95
8,6,2014,8.8,31.1,28.3,29.7
9,6,2014,0,30.5,27.4,28.95
10,6,2014,5.4,31.7,27.5,29.6
11,6,2014,7.2,30.7,25.5,28.1
12,6,2014,29.1,30.5,26.3,28.4
13,6,2014,0,30.9,23.8,27.35
14,6,2014,0,31.3,27.9,29.6
15,6,2014,0,30.8,28,29.4
16,6,2014,0,31.3,27.8,29.55
17,6,2014,0,31.2,27.4,29.3
18,6,2014,0.3,31.1,28.1,29.6
19,6,2014,0,31,28.1,29.55
20,6,2014,0,31.5,27.6,29.55
21,6,2014,0,31.7,28.3,30
22,6,2014,0,31.7,28.1,29.9
23,6,2014,0,31.5,28,29.75
24,6,2014,0,31.4,28.3,29.85
25,6,2014,0,31.5,28.2,29.85
26,6,2014,0,31.3,27.9,29.6
27,6,2014,4.6,31.7,27.7,29.7
28,6,2014,3.9,30.8,26.7,28.75
29,6,2014,9.2,31,27,29
30,6,2014,30.9,29.4,25.4,27.4
1,7,2014,8.6,29.7,24.4,27.05
2,7,2014,0,30.6,25.1,27.85
3,7,2014,0,30.7,28,29.35
4,7,2014,0.1,30.8,27.6,29.2
5,7,2014,0,30.5,27.3,28.9
6,7,2014,0,30.6,27,28.8
7,7,2014,0,30.6,27.3,28.95
8,7,2014,0,30.9,27.3,29.1
9,7,2014,0,30.8,27.2,29
10,7,2014,5,29.9,27.3,28.6
11,7,2014,0,30.7,24.7,27.7
12,7,2014,0,30.9,27.4,29.15
13,7,2014,0,31.2,27.4,29.3
14,7,2014,1.8,30.9,26.8,28.85
15,7,2014,2.2,31.2,26.3,28.75
16,7,2014,0,31.3,24.7,28
17,7,2014,0,31.1,27.3,29.2
18,7,2014,0,31.1,27.4,29.25
19,7,2014,0,31.5,27.7,29.6
20,7,2014,0,30.6,27.4,29
21,7,2014,0,31.5,27,29.25
22,7,2014,3.3,31.7,27.3,29.5
23,7,2014,0,30.7,26.4,28.55
24,7,2014,0,31.5,27.3,29.4
25,7,2014,0,31.5,27.4,29.45
26,7,2014,0,31.1,27.7,29.4
27,7,2014,4.5,30.5,27.6,29.05
28,7,2014,9.5,30.1,25.9,28
29,7,2014,0,30.9,24.2,27.55
30,7,2014,0,31.2,27.1,29.15
31,7,2014,0.2,31.1,27.2,29.15
1,8,2014,67.6,31.1,26.9,29
2,8,2014,2.9,30.1,24.1,27.1
3,8,2014,7.4,30.3,25.1,27.7
4,8,2014,0,30,25.3,27.65
5,8,2014,3,30.6,26.5,28.55
6,8,2014,0,30.6,25.3,27.95
7,8,2014,0.5,30.5,26.8,28.65
8,8,2014,0,30.5,27.2,28.85
9,8,2014,0.4,30.7,24.9,27.8
10,8,2014,15,30.2,26.6,28.4
11,8,2014,7.8,29,24.9,26.95
12,8,2014,0.2,29.9,23.7,26.8
13,8,2014,0,30,24.5,27.25
14,8,2014,0,30.7,26.3,28.5
15,8,2014,0,30.5,26.8,28.65
16,8,2014,9.2,30.2,27.1,28.65
17,8,2014,17.4,28.5,25.2,26.85
18,8,2014,1.5,29.9,24.3,27.1
19,8,2014,34.7,30.4,24.3,27.35
20,8,2014,6.2,30.5,24.3,27.4
21,8,2014,16,28.7,25.1,26.9
22,8,2014,57.4,27.1,24.5,25.8
23,8,2014,7.4,30.2,23.7,26.95
24,8,2014,0.3,30.3,24.5,27.4
25,8,2014,0,30.6,25.3,27.95
26,8,2014,0,30.3,25.5,27.9
27,8,2014,0,30.6,26.7,28.65
28,8,2014,0,31,27.3,29.15
29,8,2014,0,30.9,27.2,29.05
30,8,2014,0.5,30.9,27.2,29.05
31,8,2014,0,30.9,25.1,28
1,9,2014,5.7,31.1,27.2,29.15
2,9,2014,41.6,29.5,24.8,27.15
3,9,2014,8.4,29.9,23.5,26.7
4,9,2014,23.9,29.5,23.3,26.4
5,9,2014,0,30.2,24.3,27.25
6,9,2014,1.4,30.8,25.5,28.15
7,9,2014,6.3,29.5,26,27.75
8,9,2014,21.8,30.4,24.5,27.45
9,9,2014,1.1,30.4,23.6,27
10,9,2014,6.8,29.9,25,27.45
11,9,2014,0.4,30.6,25.4,28
12,9,2014,1,31.1,26.4,28.75
13,9,2014,16.8,31.3,27.1,29.2
14,9,2014,15.6,30.8,26,28.4
15,9,2014,0.3,30.6,24.9,27.75
16,9,2014,3.5,30.8,26.3,28.55
17,9,2014,0.2,30.6,25.9,28.25
18,9,2014,21.9,31,26.3,28.65
19,9,2014,0,30.9,25.6,28.25
20,9,2014,0,30.7,27.2,28.95
21,9,2014,0,30.7,25.8,28.25
22,9,2014,0,30.9,25.7,28.3
23,9,2014,32.7,31,26.4,28.7
24,9,2014,0.7,31.1,25.4,28.25
25,9,2014,15.1,30.9,24.9,27.9
26,9,2014,32.9,30.4,24.4,27.4
27,9,2014,0.2,30.9,24.1,27.5
28,9,2014,1.3,31.1,24.7,27.9
29,9,2014,30.6,31.3,24.8,28.05
30,9,2014,22.5,29.8,24.9,27.35
1,10,2014,29.3,31,23.5,27.25
2,10,2014,0,29.9,23.7,26.8
3,10,2014,1,29.1,25.2,27.15
4,10,2014,0,31,24.7,27.85
5,10,2014,0,31.1,26.3,28.7
6,10,2014,2.7,31.2,26.8,29
7,10,2014,84.9,26.9,25.1,26
8,10,2014,10.8,29.8,23.8,26.8
9,10,2014,2.8,30.1,24.9,27.5
10,10,2014,5.2,31,26.6,28.8
11,10,2014,0,31,27,29
12,10,2014,1.8,31.1,27.3,29.2
13,10,2014,6.7,31.3,25.1,28.2
14,10,2014,0,31.2,24.6,27.9
15,10,2014,28.4,31,25.5,28.25
16,10,2014,14.5,30.9,23.8,27.35
17,10,2014,58.2,30.3,24.8,27.55
18,10,2014,34,28.6,23.7,26.15
19,10,2014,5.1,30.3,22.9,26.6
20,10,2014,9.8,30.5,24.7,27.6
21,10,2014,3,30.5,24.6,27.55
22,10,2014,40.1,31,23.9,27.45
23,10,2014,0,29.6,23.4,26.5
24,10,2014,0,30.7,24.7,27.7
25,10,2014,0.5,31.3,24.5,27.9
26,10,2014,5.3,30.5,25,27.75
27,10,2014,2,30.9,23.9,27.4
28,10,2014,13.2,31.6,24.2,27.9
29,10,2014,8.7,30.6,23.5,27.05
30,10,2014,81.2,28.4,23.8,26.1
31,10,2014,0.4,29.5,23.2,26.35
1,11,2014,14.8,30.8,23.5,27.15
2,11,2014,19.8,28,24.1,26.05
3,11,2014,17.4,28,24.4,26.2
4,11,2014,9,27.1,23,25.05
5,11,2014,0,31.3,23,27.15
6,11,2014,0,31.2,26.6,28.9
7,11,2014,0,31,23.6,27.3
8,11,2014,0,30.8,23.6,27.2
9,11,2014,0,31,24.4,27.7
10,11,2014,1,30.9,23.7,27.3
11,11,2014,20.6,31.7,24.6,28.15
12,11,2014,0,30.8,23.5,27.15
13,11,2014,0.8,31.7,24.5,28.1
14,11,2014,57.3,31.5,24,27.75
15,11,2014,0,30.7,23.6,27.15
16,11,2014,8.2,31.9,24.4,28.15
17,11,2014,5.7,32.8,23.4,28.1
18,11,2014,3.3,31.3,23.6,27.45
19,11,2014,0.1,28.8,23.6,26.2
20,11,2014,0.3,31.2,24.2,27.7
21,11,2014,3.8,31,25.2,28.1
22,11,2014,0.3,30.2,23.8,27
23,11,2014,6,30.1,23.9,27
24,11,2014,4.4,31,23.9,27.45
25,11,2014,0.3,26.5,23.6,25.05
26,11,2014,0.9,26.5,24.1,25.3
27,11,2014,92.3,29.1,24.2,26.65
28,11,2014,2.8,29,23.6,26.3
29,11,2014,9.4,29.5,24,26.75
30,11,2014,0.3,27.6,23.7,25.65
1,12,2014,36.9,30.2,24.1,27.15
2,12,2014,0.3,30.4,22.6,26.5
3,12,2014,0,31.3,24.6,27.95
4,12,2014,0,31.3,23.9,27.6
5,12,2014,0,31.5,24.9,28.2
6,12,2014,4.4,31.1,24.2,27.65
7,12,2014,51.1,30.7,24.3,27.5
8,12,2014,0,30.5,24.7,27.6
9,12,2014,89.3,31,24.5,27.75
10,12,2014,10.7,30.6,23.6,27.1
11,12,2014,55.9,30.4,23.3,26.85
12,12,2014,1,30.6,23.7,27.15
13,12,2014,0.6,30.6,23.8,27.2
14,12,2014,7.6,30.5,24.5,27.5
15,12,2014,6.3,31,23.9,27.45
16,12,2014,0.1,31.3,24.1,27.7
17,12,2014,0.5,30.3,24.5,27.4
18,12,2014,2.5,30.4,24.3,27.35
19,12,2014,6,30.4,24.6,27.5
20,12,2014,0.6,25.3,23.8,24.55
21,12,2014,3.8,30.2,22.4,26.3
22,12,2014,4.3,26.3,23.6,24.95
23,12,2014,26.1,26.8,23.7,25.25
24,12,2014,52.2,26.8,23.5,25.15
25,12,2014,67.8,26.3,23.5,24.9
26,12,2014,0,26.7,21.9,24.3
27,12,2014,8,27.6,23.3,25.45
28,12,2014,25.5,27.3,23.9,25.6
29,12,2014,8.1,29,23.9,26.45
30,12,2014,0,29.7,23.8,26.75
31,12,2014,6.9,30.4,23.9,27.15
1,1,2015,0,30.3,25.2,27.75
2,1,2015,0,29.9,22.8,26.35
3,1,2015,0,30.2,21.5,25.85
4,1,2015,1.5,31.2,23,27.1
5,1,2015,0,31,24.6,27.8
6,1,2015,7.5,32.5,24.4,28.45
7,1,2015,0,31.4,23.9,27.65
8,1,2015,0,30.1,22.6,26.35
9,1,2015,0,30,22.4,26.2
10,1,2015,0,31.9,21.9,26.9
11,1,2015,0,32.1,22.1,27.1
12,1,2015,0,31.5,23.1,27.3
13,1,2015,0,31.8,21.9,26.85
14,1,2015,0,30.7,22.5,26.6
15,1,2015,0,30.6,23.6,27.1
16,1,2015,0,30.8,23.2,27
17,1,2015,0,31.6,23.9,27.75
18,1,2015,0,33.6,24,28.8
19,1,2015,0,32.6,23.4,28
20,1,2015,0,31.7,23,27.35
21,1,2015,0,34,22.8,28.4
22,1,2015,0,31,21.8,26.4
23,1,2015,0,30.9,23.4,27.15
24,1,2015,0,31.7,25.1,28.4
25,1,2015,0,32.9,24.2,28.55
26,1,2015,0,31,23.4,27.2
27,1,2015,0,33,23.9,28.45
28,1,2015,0.1,31.9,25.7,28.8
29,1,2015,23.6,32.2,24.2,28.2
30,1,2015,0,29.9,24.3,27.1
31,1,2015,0,31.5,23.3,27.4
1,2,2015,0,31.9,23.7,27.8
2,2,2015,0,33.1,24.6,28.85
3,2,2015,2.9,35.5,24.7,30.1
4,2,2015,0,32.4,23.1,27.75
5,2,2015,0.2,32.5,24.2,28.35
6,2,2015,49,32.7,24.6,28.65
7,2,2015,0,32.1,22.9,27.5
8,2,2015,0,32.5,24,28.25
9,2,2015,28.2,33.5,24.4,28.95
10,2,2015,5.1,31.7,23.9,27.8
11,2,2015,26.4,32.5,22.8,27.65
12,2,2015,5.7,31.3,23.5,27.4
13,2,2015,1.1,31.2,24.5,27.85
14,2,2015,0,31.1,23.2,27.15
15,2,2015,0,32.2,23,27.6
16,2,2015,0,34.1,22.8,28.45
17,2,2015,0,34.2,21.2,27.7
18,2,2015,0,32.3,22.2,27.25
19,2,2015,0,31.9,20.9,26.4
20,2,2015,0,31.3,21.3,26.3
21,2,2015,0,31.8,22.7,27.25
22,2,2015,0,33.6,23.6,28.6
23,2,2015,3,31.5,25,28.25
24,2,2015,0,32.5,24.9,28.7
25,2,2015,0,32,24.6,28.3
26,2,2015,0.6,31.5,25.6,28.55
27,2,2015,0.3,32.5,25.6,29.05
28,2,2015,0,33.8,23.6,28.7
1,3,2015,0,31.7,23.9,27.8
2,3,2015,22.5,31.6,25,28.3
3,3,2015,0,30.7,25.2,27.95
4,3,2015,0.6,31,25.5,28.25
5,3,2015,0,31.4,23.3,27.35
6,3,2015,0,30.2,24.9,27.55
7,3,2015,0,31.7,24.9,28.3
8,3,2015,3.3,32.1,25.2,28.65
9,3,2015,21.1,31.7,24.9,28.3
10,3,2015,0,31.8,23.6,27.7
11,3,2015,0,31.5,24,27.75
12,3,2015,1.1,31.9,24.9,28.4
13,3,2015,3.7,31.3,25.4,28.35
14,3,2015,26.5,30.7,24,27.35
15,3,2015,2.7,31.2,23.8,27.5
16,3,2015,4.9,31.3,23.9,27.6
17,3,2015,65.1,31.2,25.4,28.3
18,3,2015,0,30.8,24.3,27.55
19,3,2015,0,31.4,24.1,27.75
20,3,2015,0,31.1,24.9,28
21,3,2015,0,31.2,25,28.1
22,3,2015,0,31.3,24.8,28.05
23,3,2015,0,31.5,25.4,28.45
24,3,2015,0,31.5,25.3,28.4
25,3,2015,0,32.2,25,28.6
26,3,2015,45.4,32.1,26,29.05
27,3,2015,4,32.3,23,27.65
28,3,2015,2.3,31.1,24.3,27.7
29,3,2015,1.4,31.2,24.4,27.8
30,3,2015,7.9,31.6,24.8,28.2
31,3,2015,8.4,32.5,25.4,28.95
1,4,2015,12.1,31.4,25.1,28.25
2,4,2015,0.1,32.2,24,28.1
3,4,2015,0,31.8,25.2,28.5
4,4,2015,0,32.5,26.8,29.65
5,4,2015,0,32.7,25.5,29.1
6,4,2015,3.4,32.6,25.5,29.05
7,4,2015,28.1,32.3,26.1,29.2
8,4,2015,0,29.8,24.4,27.1
9,4,2015,0,32.1,25.2,28.65
10,4,2015,0,32.4,25.7,29.05
11,4,2015,0,32.2,25.2,28.7
12,4,2015,0.3,32.1,25.2,28.65
13,4,2015,4.1,30.6,25.2,27.9
14,4,2015,31.4,31.6,23.8,27.7
15,4,2015,0,31.8,24,27.9
16,4,2015,0,32,24.8,28.4
17,4,2015,19.2,32.3,25.4,28.85
18,4,2015,19.7,32.3,22.9,27.6
19,4,2015,22.5,32.1,24.7,28.4
20,4,2015,61.1,32.4,25,28.7
21,4,2015,7.1,30.9,23.8,27.35
22,4,2015,0,31.4,23.7,27.55
23,4,2015,0,32.3,26.1,29.2
24,4,2015,54.3,32.4,25.7,29.05
25,4,2015,0.6,29.5,22.7,26.1
26,4,2015,0,32.3,25,28.65
27,4,2015,3.2,32.5,24.7,28.6
28,4,2015,0,32,25.1,28.55
29,4,2015,0.5,32,25.9,28.95
30,4,2015,0,32.2,24.7,28.45
1,5,2015,0,32.5,25.9,29.2
2,5,2015,13.5,32.9,24.7,28.8
3,5,2015,0,32.6,25.7,29.15
4,5,2015,0,33.1,25.7,29.4
5,5,2015,0,32.1,26,29.05
6,5,2015,0.1,32.1,25.7,28.9
7,5,2015,14,32.8,25.9,29.35
8,5,2015,39.1,32.1,25.1,28.6
9,5,2015,7.1,29.1,25,27.05
10,5,2015,10.5,31.1,25.1,28.1
11,5,2015,0.1,29.5,24.4,26.95
12,5,2015,5.2,32.4,24.9,28.65
13,5,2015,23.8,32,25.5,28.75
14,5,2015,4.3,31.4,26.1,28.75
15,5,2015,0.5,32,26.9,29.45
16,5,2015,1.4,32.1,26.7,29.4
17,5,2015,7.9,32.1,26.4,29.25
18,5,2015,2.9,32.1,26,29.05
19,5,2015,1,32,26.2,29.1
20,5,2015,3.9,31.7,25.9,28.8
21,5,2015,4.2,32,27.2,29.6
22,5,2015,0.4,31.8,26.9,29.35
23,5,2015,3.7,31.4,27.7,29.55
24,5,2015,15.4,32,26.7,29.35
25,5,2015,0.5,31.6,27,29.3
26,5,2015,0,31.8,28.3,30.05
27,5,2015,0,32,28.4,30.2
28,5,2015,0,32,28.5,30.25
29,5,2015,0.3,32.3,28.7,30.5
30,5,2015,0,32.1,28.7,30.4
31,5,2015,9.4,32.2,27.7,29.95
1,6,2015,3.4,31.7,25.7,28.7
2,6,2015,4.6,31.7,26.5,29.1
3,6,2015,10.4,31.6,26.5,29.05
4,6,2015,3.8,31.4,26.7,29.05
5,6,2015,13.2,29.3,25.1,27.2
6,6,2015,0.5,31.8,24.1,27.95
7,6,2015,0.4,31.8,26.2,29
8,6,2015,2.4,31.6,26.2,28.9
9,6,2015,0.2,31.7,25.5,28.6
10,6,2015,0.2,31.6,26.7,29.15
11,6,2015,72.1,30.8,27.2,29
12,6,2015,0,30.8,24.9,27.85
13,6,2015,6.6,31.5,26.5,29
14,6,2015,0,31.9,27.2,29.55
15,6,2015,7.8,30.8,28.3,29.55
16,6,2015,21.1,31.4,26.3,28.85
17,6,2015,5.8,30.4,23.9,27.15
18,6,2015,25.6,30.9,25.8,28.35
19,6,2015,4.5,31.7,24.7,28.2
20,6,2015,0,31.5,24.6,28.05
21,6,2015,0,31.6,28.1,29.85
22,6,2015,4.9,31.8,26,28.9
23,6,2015,0.3,31.6,26.3,28.95
24,6,2015,1.1,32.2,26.4,29.3
25,6,2015,0.7,31.6,26.5,29.05
26,6,2015,17.6,32.3,28.1,30.2
27,6,2015,3.2,30.4,24.5,27.45
28,6,2015,21.8,31.1,24.7,27.9
29,6,2015,0.1,29.5,24.3,26.9
30,6,2015,5.5,31.2,25.1,28.15
1,7,2015,1.9,31.2,25.3,28.25
2,7,2015,0,31.2,26.3,28.75
3,7,2015,0,31.4,26.3,28.85
4,7,2015,0.5,31.5,28.1,29.8
5,7,2015,0,31.5,27.8,29.65
6,7,2015,0,31.5,28.4,29.95
7,7,2015,0.5,31.5,28,29.75
8,7,2015,0,31.7,27.9,29.8
9,7,2015,1,31.7,28,29.85
10,7,2015,5.4,31.5,27.7,29.6
11,7,2015,0,30.8,25.4,28.1
12,7,2015,0,31.3,26.5,28.9
